query,rule_id,bm25_score,keyword_score
Setup a Digital Signage System with Fan Speed Safeguards,r23,0.0000,0.0000
Setup a Digital Signage System with Fan Speed Safeguards,r24,0.0000,0.0000
Setup a Digital Signage System with Fan Speed Safeguards,r25,0.0000,0.0000
Setup a Digital Signage System with Fan Speed Safeguards,r26,0.0000,0.0000
Setup a Digital Signage System with Fan Speed Safeguards,r27,0.0000,0.0000
Setup a Digital Signage System with Fan Speed Safeguards,r28,0.0000,0.0000
Setup a Digital Signage System with Fan Speed Safeguards,r29,0.0000,0.0000
Setup a Digital Signage System with Fan Speed Safeguards,r30,0.0000,0.0000
Setup a Digital Signage System with Fan Speed Safeguards,r31,0.0000,0.0000
Setup a Digital Signage System with Fan Speed Safeguards,r32,0.0000,0.0000
Setup a Digital Signage System with Fan Speed Safeguards,r33,0.0000,0.0000
Create a Home Automation Hub with Stable SSH and Low CPU Load,r1,0.0000,0.0000
Create a Home Automation Hub with Stable SSH and Low CPU Load,r2,0.0000,0.0000
Create a Home Automation Hub with Stable SSH and Low CPU Load,r3,0.0000,0.0000
Create a Home Automation Hub with Stable SSH and Low CPU Load,r4,0.0000,0.0000
Create a Home Automation Hub with Stable SSH and Low CPU Load,r5,0.0000,0.0000
Create a Home Automation Hub with Stable SSH and Low CPU Load,r6,0.0000,0.0000
Create a Home Automation Hub with Stable SSH and Low CPU Load,r7,0.6113,0.0833
Create a Home Automation Hub with Stable SSH and Low CPU Load,r8,0.5577,0.0769
Create a Home Automation Hub with Stable SSH and Low CPU Load,r9,0.6113,0.0833
Create a Home Automation Hub with Stable SSH and Low CPU Load,r10,0.5577,0.0769
Create a Home Automation Hub with Stable SSH and Low CPU Load,r11,0.0000,0.0000
Create a Home Automation Hub with Stable SSH and Low CPU Load,r12,0.0000,0.0000
Create a Home Automation Hub with Stable SSH and Low CPU Load,r13,0.0000,0.0000
Create a Home Automation Hub with Stable SSH and Low CPU Load,r14,0.0000,0.0000
Create a Home Automation Hub with Stable SSH and Low CPU Load,r15,1.0000,0.0833
Create a Home Automation Hub with Stable SSH and Low CPU Load,r16,0.0000,0.0000
Create a Home Automation Hub with Stable SSH and Low CPU Load,r17,0.0000,0.0000
Create a Home Automation Hub with Stable SSH and Low CPU Load,r18,0.0000,0.0000
Create a Home Automation Hub with Stable SSH and Low CPU Load,r19,0.0000,0.0000
Create a Home Automation Hub with Stable SSH and Low CPU Load,r20,0.0000,0.0000
Create a Home Automation Hub with Stable SSH and Low CPU Load,r21,0.0000,0.0000
Create a Home Automation Hub with Stable SSH and Low CPU Load,r22,0.0000,0.0000
Create a Home Automation Hub with Stable SSH and Low CPU Load,r23,0.0000,0.0000
Create a Home Automation Hub with Stable SSH and Low CPU Load,r24,0.0000,0.0000
Create a Home Automation Hub with Stable SSH and Low CPU Load,r25,0.0000,0.0000
Create a Home Automation Hub with Stable SSH and Low CPU Load,r26,0.0000,0.0000
Create a Home Automation Hub with Stable SSH and Low CPU Load,r27,0.0000,0.0000
Create a Home Automation Hub with Stable SSH and Low CPU Load,r28,0.0000,0.0000
Create a Home Automation Hub with Stable SSH and Low CPU Load,r29,0.0000,0.0000
Create a Home Automation Hub with Stable SSH and Low CPU Load,r30,0.0000,0.0000
Create a Home Automation Hub with Stable SSH and Low CPU Load,r31,0.0000,0.0000
Create a Home Automation Hub with Stable SSH and Low CPU Load,r32,0.9123,0.0769
Create a Home Automation Hub with Stable SSH and Low CPU Load,r33,0.0000,0.0000
Provision a File Storage Server with Memory and MTU compliance,r1,0.0000,0.0000
Provision a File Storage Server with Memory and MTU compliance,r2,0.6377,0.1000
Provision a File Storage Server with Memory and MTU compliance,r3,0.5818,0.0909
Provision a File Storage Server with Memory and MTU compliance,r4,0.6377,0.1000
Provision a File Storage Server with Memory and MTU compliance,r5,0.5818,0.0909
Provision a File Storage Server with Memory and MTU compliance,r6,0.0000,0.0000
Provision a File Storage Server with Memory and MTU compliance,r7,0.0000,0.0000
Provision a File Storage Server with Memory and MTU compliance,r8,0.0000,0.0000
Provision a File Storage Server with Memory and MTU compliance,r9,0.0000,0.0000
Provision a File Storage Server with Memory and MTU compliance,r10,0.0000,0.0000
Provision a File Storage Server with Memory and MTU compliance,r11,0.0000,0.0000
Provision a File Storage Server with Memory and MTU compliance,r12,0.0000,0.0000
Provision a File Storage Server with Memory and MTU compliance,r13,0.0000,0.0000
Provision a File Storage Server with Memory and MTU compliance,r14,0.0000,0.0000
Provision a File Storage Server with Memory and MTU compliance,r15,0.0000,0.0000
Provision a File Storage Server with Memory and MTU compliance,r16,0.0000,0.0000
Provision a File Storage Server with Memory and MTU compliance,r17,1.0000,0.0833
Provision a File Storage Server with Memory and MTU compliance,r18,0.0000,0.0000
Provision a File Storage Server with Memory and MTU compliance,r19,0.0000,0.0000
Provision a File Storage Server with Memory and MTU compliance,r20,0.0000,0.0000
Provision a File Storage Server with Memory and MTU compliance,r21,0.0000,0.0000
Provision a File Storage Server with Memory and MTU compliance,r22,0.0000,0.0000
Provision a File Storage Server with Memory and MTU compliance,r23,0.0000,0.0000
Provision a File Storage Server with Memory and MTU compliance,r24,0.0000,0.0000
Provision a File Storage Server with Memory and MTU compliance,r25,0.0000,0.0000
Provision a File Storage Server with Memory and MTU compliance,r26,0.0000,0.0000
Provision a File Storage Server with Memory and MTU compliance,r27,0.0000,0.0000
Provision a File Storage Server with Memory and MTU compliance,r28,0.0000,0.0000
Provision a File Storage Server with Memory and MTU compliance,r29,0.0000,0.0000
Provision a File Storage Server with Memory and MTU compliance,r30,0.0000,0.0000
Provision a File Storage Server with Memory and MTU compliance,r31,0.0000,0.0000
Provision a File Storage Server with Memory and MTU compliance,r32,0.5818,0.0909
Provision a File Storage Server with Memory and MTU compliance,r33,0.0000,0.0000
Setup a Maritime Navigation System with Network Stability,r1,0.0000,0.0000
Setup a Maritime Navigation System with Network Stability,r2,0.0000,0.0000
Setup a Maritime Navigation System with Network Stability,r3,0.0000,0.0000
Setup a Maritime Navigation System with Network Stability,r4,0.0000,0.0000
Setup a Maritime Navigation System with Network Stability,r5,0.0000,0.0000
Setup a Maritime Navigation System with Network Stability,r6,0.0000,0.0000
Setup a Maritime Navigation System with Network Stability,r7,0.0000,0.0000
Setup a Maritime Navigation System with Network Stability,r8,0.0000,0.0000
Setup a Maritime Navigation System with Network Stability,r9,0.0000,0.0000
Setup a Maritime Navigation System with Network Stability,r10,0.0000,0.0000
Setup a Maritime Navigation System with Network Stability,r11,0.0000,0.0000
Setup a Maritime Navigation System with Network Stability,r12,0.0000,0.0000
Setup a Maritime Navigation System with Network Stability,r13,0.0000,0.0000
Setup a Maritime Navigation System with Network Stability,r14,0.0000,0.0000
Setup a Maritime Navigation System with Network Stability,r15,0.0000,0.0000
Setup a Maritime Navigation System with Network Stability,r16,0.7918,0.0769
Setup a Maritime Navigation System with Network Stability,r17,0.9194,0.0909
Setup a Maritime Navigation System with Network Stability,r18,1.0000,0.1000
Setup a Maritime Navigation System with Network Stability,r19,1.0000,0.1000
Setup a Maritime Navigation System with Network Stability,r20,0.9194,0.0909
Setup a Maritime Navigation System with Network Stability,r21,1.0000,0.1000
Setup a Maritime Navigation System with Network Stability,r22,0.9194,0.0909
Setup a Maritime Navigation System with Network Stability,r23,0.9194,0.0909
Setup a Maritime Navigation System with Network Stability,r24,1.0000,0.1000
Setup a Maritime Navigation System with Network Stability,r25,0.8508,0.0833
Setup a Maritime Navigation System with Network Stability,r26,1.0000,0.1000
Setup a Maritime Navigation System with Network Stability,r27,0.9194,0.0909
Setup a Maritime Navigation System with Network Stability,r28,1.0000,0.1000
Setup a Maritime Navigation System with Network Stability,r29,0.9194,0.0909
Setup a Maritime Navigation System with Network Stability,r30,1.0000,0.1000
Setup a Maritime Navigation System with Network Stability,r31,0.9194,0.0909
Setup a Maritime Navigation System with Network Stability,r32,0.0000,0.0000
Setup a Maritime Navigation System with Network Stability,r33,0.8508,0.0909
Provision a Smart Agriculture IoT Node with Thermal Controls,r1,0.0000,0.0000
Provision a Smart Agriculture IoT Node with Thermal Controls,r2,0.0000,0.0000
Provision a Smart Agriculture IoT Node with Thermal Controls,r3,0.0000,0.0000
Provision a Smart Agriculture IoT Node with Thermal Controls,r4,0.0000,0.0000
Provision a Smart Agriculture IoT Node with Thermal Controls,r5,0.0000,0.0000
Provision a Smart Agriculture IoT Node with Thermal Controls,r6,0.0000,0.0000
Provision a Smart Agriculture IoT Node with Thermal Controls,r7,0.0000,0.0000
Provision a Smart Agriculture IoT Node with Thermal Controls,r8,0.0000,0.0000
Provision a Smart Agriculture IoT Node with Thermal Controls,r9,0.0000,0.0000
Provision a Smart Agriculture IoT Node with Thermal Controls,r10,0.0000,0.0000
Provision a Smart Agriculture IoT Node with Thermal Controls,r11,0.0000,0.0000
Provision a Smart Agriculture IoT Node with Thermal Controls,r12,0.0000,0.0000
Provision a Smart Agriculture IoT Node with Thermal Controls,r13,0.0000,0.0000
Provision a Smart Agriculture IoT Node with Thermal Controls,r14,0.0000,0.0000
Provision a Smart Agriculture IoT Node with Thermal Controls,r15,0.0000,0.0000
Provision a Smart Agriculture IoT Node with Thermal Controls,r16,0.0000,0.0000
Provision a Smart Agriculture IoT Node with Thermal Controls,r17,0.0000,0.0000
Provision a Smart Agriculture IoT Node with Thermal Controls,r18,0.0000,0.0000
Provision a Smart Agriculture IoT Node with Thermal Controls,r19,0.0000,0.0000
Provision a Smart Agriculture IoT Node with Thermal Controls,r20,0.0000,0.0000
Provision a Smart Agriculture IoT Node with Thermal Controls,r21,0.0000,0.0000
Provision a Smart Agriculture IoT Node with Thermal Controls,r22,0.0000,0.0000
Provision a Smart Agriculture IoT Node with Thermal Controls,r23,0.0000,0.0000
Provision a Smart Agriculture IoT Node with Thermal Controls,r24,0.0000,0.0000
Provision a Smart Agriculture IoT Node with Thermal Controls,r25,0.0000,0.0000
Provision a Smart Agriculture IoT Node with Thermal Controls,r26,0.0000,0.0000
Provision a Smart Agriculture IoT Node with Thermal Controls,r27,0.0000,0.0000
Provision a Smart Agriculture IoT Node with Thermal Controls,r28,0.0000,0.0000
Provision a Smart Agriculture IoT Node with Thermal Controls,r29,0.0000,0.0000
Provision a Smart Agriculture IoT Node with Thermal Controls,r30,0.0000,0.0000
Provision a Smart Agriculture IoT Node with Thermal Controls,r31,0.0000,0.0000
Provision a Smart Agriculture IoT Node with Thermal Controls,r32,0.0000,0.0000
Provision a Smart Agriculture IoT Node with Thermal Controls,r33,0.0000,0.0000
Create a Disaster Recovery Site with Minimal Packet Loss,r1,0.0000,0.0000
Create a Disaster Recovery Site with Minimal Packet Loss,r2,0.0000,0.0000
Create a Disaster Recovery Site with Minimal Packet Loss,r3,0.0000,0.0000
Create a Disaster Recovery Site with Minimal Packet Loss,r4,0.0000,0.0000
Create a Disaster Recovery Site with Minimal Packet Loss,r5,0.0000,0.0000
Create a Disaster Recovery Site with Minimal Packet Loss,r6,0.0000,0.0000
Create a Disaster Recovery Site with Minimal Packet Loss,r7,0.0000,0.0000
Create a Disaster Recovery Site with Minimal Packet Loss,r8,0.0000,0.0000
Create a Disaster Recovery Site with Minimal Packet Loss,r9,0.0000,0.0000
Create a Disaster Recovery Site with Minimal Packet Loss,r10,0.0000,0.0000
Create a Disaster Recovery Site with Minimal Packet Loss,r11,0.0000,0.0000
Create a Disaster Recovery Site with Minimal Packet Loss,r12,0.0000,0.0000
Create a Disaster Recovery Site with Minimal Packet Loss,r13,0.0000,0.0000
Create a Disaster Recovery Site with Minimal Packet Loss,r14,0.0000,0.0000
Create a Disaster Recovery Site with Minimal Packet Loss,r15,0.0000,0.0000
Create a Disaster Recovery Site with Minimal Packet Loss,r16,0.0000,0.0000
Create a Disaster Recovery Site with Minimal Packet Loss,r17,0.0000,0.0000
Create a Disaster Recovery Site with Minimal Packet Loss,r18,0.0000,0.0000
Create a Disaster Recovery Site with Minimal Packet Loss,r19,0.0000,0.0000
Create a Disaster Recovery Site with Minimal Packet Loss,r20,0.4260,0.0833
Create a Disaster Recovery Site with Minimal Packet Loss,r21,0.0000,0.0000
Create a Disaster Recovery Site with Minimal Packet Loss,r22,1.0000,0.1818
Create a Disaster Recovery Site with Minimal Packet Loss,r23,0.0000,0.0000
Create a Disaster Recovery Site with Minimal Packet Loss,r24,0.0000,0.0000
Create a Disaster Recovery Site with Minimal Packet Loss,r25,0.0000,0.0000
Create a Disaster Recovery Site with Minimal Packet Loss,r26,0.0000,0.0000
Create a Disaster Recovery Site with Minimal Packet Loss,r27,0.0000,0.0000
Create a Disaster Recovery Site with Minimal Packet Loss,r28,0.0000,0.0000
Create a Disaster Recovery Site with Minimal Packet Loss,r29,0.4260,0.0833
Create a Disaster Recovery Site with Minimal Packet Loss,r30,0.0000,0.0000
Create a Disaster Recovery Site with Minimal Packet Loss,r31,1.0000,0.1818
Create a Disaster Recovery Site with Minimal Packet Loss,r32,0.0000,0.0000
Create a Disaster Recovery Site with Minimal Packet Loss,r33,0.0000,0.0000
Deploy a Public Transit Scheduling System with ARP Checks,r1,0.0000,0.0000
Deploy a Public Transit Scheduling System with ARP Checks,r2,0.0000,0.0000
Deploy a Public Transit Scheduling System with ARP Checks,r3,0.0000,0.0000
Deploy a Public Transit Scheduling System with ARP Checks,r4,0.0000,0.0000
Deploy a Public Transit Scheduling System with ARP Checks,r5,0.0000,0.0000
Deploy a Public Transit Scheduling System with ARP Checks,r6,0.0000,0.0000
Deploy a Public Transit Scheduling System with ARP Checks,r7,0.0000,0.0000
Deploy a Public Transit Scheduling System with ARP Checks,r8,0.0000,0.0000
Deploy a Public Transit Scheduling System with ARP Checks,r9,0.0000,0.0000
Deploy a Public Transit Scheduling System with ARP Checks,r10,0.0000,0.0000
Deploy a Public Transit Scheduling System with ARP Checks,r11,0.0000,0.0000
Deploy a Public Transit Scheduling System with ARP Checks,r12,0.0000,0.0000
Deploy a Public Transit Scheduling System with ARP Checks,r13,0.0000,0.0000
Deploy a Public Transit Scheduling System with ARP Checks,r14,0.0000,0.0000
Deploy a Public Transit Scheduling System with ARP Checks,r15,0.0000,0.0000
